question,answer,context
Harcama Yetkilisi kimdir?,"Harcama yetkilisi, özel hesaptan harcama yetki ve sorumluluğuna sahip olan, GTÜ iç kaynaklı projeler için BAP Koordinatörü, GTÜ dışı projelerde ise ilgili mevzuat çerçevesinde belirlenen GTÜ kadrolu öğretim elemanıdır.","Madde 3. u) Harcama Yetkilisi: Özel hesaptan harcama yetki ve sorumluluğuna sahip olan, GTÜ iç kaynaklı projeler için BAP Koordinatörü, GTÜ dışı ulusal veya uluslararası kurum ya da kuruluş kaynaklı projelerde ilgili mevzuat çerçevesinde belirlenen GTÜ kadrolu öğretim elemanıdır ."
Harcama Yetkilisi Mutemedi kimdir?,"Harcama yetkilisi mutemedi, mal ve hizmet alımları için özel hesaptan kendisine verilen avans veya kredilerle sınırlı olarak harcama yapan ve harcama yetkilisine karşı sorumlu olan kişidir.","Madde 3. ü) Harcama Yetkilisi Mutemedi: Mal ve hizmet alımları için özel hesaptan kendisine verilen avans veya adına açılan kredilerle sınırlı olarak yapacağı harcamalar konusunda harcama yetkilisine karşı sorumlu, bunların mahsubuna ilişkin belgeleri muhasebe yetkilisine vermek ve artan tutarı iade etmekle yükümlü olan ve harcama yetkilisi tarafından her bir proje için yazılı olarak görevlendirilen kişi ya da kişilerdir ."
Gerçekleştirme Görevlisi kimdir?,"Gerçekleştirme görevlisi, harcama yetkilisinin talimatı üzerine işin yaptırılması, mal veya hizmetin alınması, teslim alma işlemlerinin yapılması, belgelendirilmesi ve ödeme için gerekli belgelerin hazırlanması görevlerini yürüten kişidir.","Madde 3. v) Gerçekleştirme Görevlisi: Özel hesap kapsamında yapılacak harcamalarda harcama yetkilisinin talimatı üzerine işin yaptırılması, mal veya hizmetin alınması, teslim almaya ilişkin işlemlerin yapılması, belgelendirilmesi ve ödeme için gerekli belgelerin hazırlanması ve kontrolü görevlerini yürütmek üzere harcama yetkilisi tarafından görevlendirilen kişilerdir ."
BAP Komisyonu nasıl oluşturulur?,"BAP Komisyonu, üst yönetici tarafından görevlendirilen bir komisyon başkanının başkanlığında, Senatonun önerisiyle üst yönetici tarafından görevlendirilen en az 7, en çok 11 öğretim üyesinden oluşur.","Madde 4. (1) Bu Yönerge’de belirtilen görevlerin yürütülmesi için üst yönetici tarafından görevlendirilen bir komisyon başkanının başkanlığında Senatonun önerisiyle üst yönetici tarafından görevlendirilen, en az yedi (7) en çok on bir (11) öğretim üyesinden oluşan bir komisyon kurulur ."
BAP Komisyonu üyelerinin görev süresi ne kadardır?,Komisyon üyelerinin görev süresi 4 yıldır.,"Madde 4. (2) Komisyon üyeleri, GTÜ’nün var olan bilim dalları arasında denge gözetilmek suretiyle dört yıl için görevlendirilir."
BAP Komisyonu üyeleri hangi durumlarda görevden alınabilir?,"Komisyon başkanı ve üyeleri, görev, yetki ve sorumluluklarını yerine getirmediklerinin tespit edilmesi halinde, görev sürelerinin dolmasını beklemeden Rektör tarafından görevden alınabilirler.","Madde 4. (3) Komisyon başkanı ve üyeleri, görev, yetki ve sorumluluklarını yerine getirmediklerinin tespit edilmesi halinde, görevlendirmelerinde izlenen usule uygun olarak Rektör tarafından görev sürelerinin dolmasını beklemeden görevden alınabilirler."
BAP Komisyonu toplantılarına katılmama durumu nasıl değerlendirilir?,"Resmî izin, görevlendirme veya sağlık sorunu gibi yasal bir mazereti olmaksızın Komisyon toplantılarına bir yıl içerisinde 3 kez katılmayan üyenin görevi kendiliğinden sona erer.","Madde 4. (4) Resmî izin, görevlendirme veya sağlık sorunu gibi yasal bir mazereti olmaksızın Komisyon toplantılarına bir yıl içerisinde 3 kez katılmayan üyenin görevi kendiliğinden sona ermiş sayılır."
BAP Komisyonu nasıl toplanır ve karar alır?,"Komisyon, komisyon başkanının çağrısı üzerine toplanır. Salt çoğunlukla toplanır ve kararlar açık oylama ve oy çokluğu/oy birliği ile alınır. Oyların eşit olması halinde gizli oylama yapılır ve yine eşitlik olursa komisyon başkanının oyu belirleyici olur.","Madde 5. Komisyon, komisyon başkanının çağrısı üzerine toplanır. Komisyon salt çoğunlukla toplanır ve kararlar açık oylama ve oy çokluğu / oy birliği ile alınır. Oyların eşit olması halinde, gizli oylama yapılır. Gizli oylama yapılmasına rağmen oyların eşit olması durumunda, komisyon başkanının kullandığı oy belirleyicidir ."
BAP Komisyonu'nun GTÜ iç kaynaklı projelerle ilgili görevleri nelerdir?,"BAP Komisyonu, proje başvuru takvimini, proje türlerini, başvuru ve değerlendirme süreçlerini belirler, destek miktarlarını duyurur, sözleşme protokolleri hazırlar, proje başvurularını değerlendirir ve desteklenip desteklenmeyeceğine karar verir.","Madde 6. a. GTÜ iç kaynaklı projelerde (GTÜ BAP projeleri) proje başvuru takvimi, hangi proje türleri kapsamında çağrıya çıkılacağı ile başvuru ve değerlendirme sürecine ilişkin usulleri ve esasları belirleyerek araştırmacılara duyurur. b. BAP ile ilgili tüm formları hazırlayarak araştırmacılara duyurur. c. Çağrıya çıkılmış olan GTÜ BAP projeleri için sağlanacak destek miktarlarını belirler ve araştırmacılara duyurur. ç. Desteklenmesine karar verilen GTÜ BAP kapsamındaki projeler için ayrıntıların belirtildiği bir sözleşme protokolü hazırlar. d. Yükseköğretim Kurumları Bilimsel Araştırma Projeleri Hakkındaki Yönetmelik’in 7. Maddesinde belirtilen “Araştırma Projelerinin Seçiminde Dikkate Alınacak İlkeler” ile GTÜ bilim politikaları veya ulusal bilim ve teknoloji politikaları doğrultusunda, proje başvuruları ve değerlendirmelerinde dikkate alınacak ilkeleri belirler ve araştırmacılara duyurur . e. GTÜ BAP kapsamındaki proje başvurularını ön incelemeden geçirir. Gerekli gördüğü proje önerilerini, hakemlere ve/veya ilgili alt komisyonlara gönderir. Gelen raporları değerlendirerek projelerin desteklenip desteklenmeyeceğine karar verir ."
"BAP Komisyonu, tez projeleriyle ilgili nasıl bir süreç izler?","BAP Komisyonu, tez projelerini (GTÜ101 ve GTÜ102) değerlendirerek doğrudan karara bağlar. Gerekli gördüğü tez projesi önerilerini alt komisyona ve/veya hakemlere gönderir ve gelen raporları değerlendirir.",Madde 6. g. Tez projelerini (GTÜ101 ve GTÜ102) değerlendirerek doğrudan karara bağlar. Gerekli gördüğü tez projesi önerilerini alt komisyona ve/veya hakemlere gönderir ve gelen raporları değerlendirir.
"BAP Komisyonu, yürütülen projelerle ilgili hangi yetkilere sahiptir?","BAP Komisyonu, yürütülen projeler kapsamında ara raporları değerlendirir, ek süre, ek bütçe taleplerini karara bağlar, gerekli gördüğü hallerde proje çalışmalarını yerinde inceleyebilir, proje yürütücülerini değiştirebilir, projeyi yürürlükten kaldırabilir ve sözleşme/yönerge aykırılıklarında yaptırım uygulayabilir.","Madde 6. ğ. Yürütülmekte olan GTÜ BAP projeleri kapsamında ara raporların sunulmasına yönelik ilkeleri belirler, sunulan ara raporları değerlendirerek karara bağlar. h. GTÜ BAP proje yürütücülerinden gelen ek süre, ek bütçe ve diğer talepleri değerlendirerek karara bağlar. ı. Gerekli gördüğü hallerde GTÜ BAP proje çalışmalarını yerinde inceleyebilir, proje yürütücülerini değiştirebilir, projeyi yürürlükten kaldırabilir. i. Sözleşme ve Yönerge maddelerine aykırı durumlarda gerekli yaptırımlara karar verir."
"BAP Komisyonu, ulusal ve GTÜ bilim politikaları doğrultusunda ne yapar?","BAP Komisyonu, ulusal ve GTÜ bilim politikalarına uygun olarak projelerin seçiminde öncelik verilebilecek araştırma alanlarını ve konularını belirler ve duyurur.",Madde 6. j. Ulusal ve GTÜ bilim politikalarına uygun olarak projelerin seçiminde öncelik verilebilecek araştırma alanlarını ve konularını belirler ve duyurur .
"BAP Komisyonu, desteklenen projeler hakkında ne tür raporlar sunar?","BAP Komisyonu, her yılın sonunda desteklenen, incelemeye alınan, devam eden ve tamamlanan projeler hakkında Rektörlüğe rapor sunar.","Madde 6. k. Her yılın sonunda desteklenen, incelemeye alınan, devam eden ve tamamlanan projeler hakkında Rektörlüğe rapor sunar."
"BAP Komisyonu, ulusal/uluslararası projelerle ilgili hangi görevleri yerine getirir?","BAP Komisyonu, ulusal veya uluslararası kurum ve kuruluşlar tarafından desteklenen bilimsel araştırma projeleri kapsamında, BAP Koordinatörlüğü tarafından kaynak aktarımına yönelik başvurularla ilgili ilkeleri belirler, başvuruları değerlendirir ve bu kapsamda destek sağlanan projeler için ara rapor ve sonuç raporu sunulmasına yönelik ilkeleri belirler.","Madde 6. m. Yürütücülüğünü GTÜ mensubu araştırmacıların yaptığı, ulusal veya uluslararası kurum ve kuruluşlar tarafından desteklenen bilimsel araştırma projeleri kapsamında, BAP Koordinatörlüğü tarafından kaynak aktarımına yönelik başvurularla ilgili ilkeleri belirler, başvuruları değerlendirir ve bu kapsamda destek sağlanan projeler için ara rapor ve sonuç raporu sunulmasına yönelik ilkeleri belirler ."
"BAP Komisyonu, bursiyer ödemeleri ve doktora sonrası araştırmacılarla ilgili hangi düzenlemeleri yapar?","BAP Komisyonu, projeler kapsamında bursiyer ödemesi yapılması ve doktora sonrası araştırmacı çalıştırılması ile ilgili usul ve esasları belirler.",Madde 6. n. Projeler kapsamında bursiyer ödemesi yapılması ve doktora sonrası araştırmacı çalıştırılması ile ilgili usul ve esasları belirler.
"BAP Komisyonu, proje türleri ve uygulama esasları konusunda nasıl bir rol oynar?","BAP Komisyonu, desteklenecek GTÜ BAP proje türlerini ve uygulama esaslarını belirler, kaynakların verimli ve etkin kullanılmasını destekleyecek politikaları göz önünde bulundurur.","Madde 6. o. Proje sonuçlarının yüksek katma değerli çıktılar oluşturmasını teşvik edecek ve kaynakların verimli ve etkinli bir şekilde kullanılmasını destekleyecek politikaları da göz önünde bulundurarak, desteklenecek GTÜ BAP proje türlerini ve uygulama esaslarını belirler ."
"BAP Komisyonu, hakem ücretleri konusunda nasıl bir düzenleme yapar?","BAP Komisyonu, GTÜ BAP projelerinin değerlendirilmesinde hakem ücreti ödenmesi ile ilgili usul ve esasları belirler.",Madde 6. ö) GTÜ BAP projelerinin değerlendirilmesinde hakem ücreti ödenmesi ile ilgili usul ve esasları belirler.
"BAP Komisyonu, GTÜ'nün araştırma performansını nasıl değerlendirir?","BAP Komisyonu, GTÜ’nün araştırma performansının ölçülmesi ve değerlendirilmesiyle ilgili faaliyetler yürütür.",Madde 6. p) GTÜ’nün araştırma performansının ölçülmesi ve değerlendirilmesiyle ilgili faaliyetler yürütür .
Alt komisyonlar nasıl oluşturulur ve görevleri nelerdir?,"Alt komisyonlar, BAP Komisyonunun çalışmalarına katkı sağlamak amacıyla, BAP Komisyonu tarafından görevlendirilen en az 2 BAP Komisyonu üyesinden oluşur. Alt komisyonlar, BAP Komisyonunun belirlediği usul ve esaslara göre çalışır ve değerlendirmelerini BAP Komisyonuna sunar.","Madde 7. ( 1) Gerekli görüldüğü takdirde, proje süreçleri ile ilgili ihtiyaç duyulan konularda BAP Komisyonunun çalışmalarına katkı sağlamak amacıyla alt komisyonlar oluşturulabilir. Alt komisyonlar BAP Komisyonu tarafından görevlendirilen en az 2 (iki) BAP Komisyon üyesinden oluşur . (2) Alt komisyonlar çalışmalarını BAP Komisyonunun belirlediği usul ve esaslara uygun olarak yürütür. Alt komisyon, görev ile ilgili değerlendirmelerini BAP Komisyonuna sunar ."
BAP Koordinatörü kim tarafından görevlendirilir ve görev süresi ne kadardır?,"BAP Koordinatörü, Rektör tarafından görevlendirilir ve görev süresi 3 yıldır.","Madde 8. BAP koordinatörü, biriminin faaliyetlerinin GTÜ adına yürütülmesinden sorumlu, Rektör tarafından görevlendirilen ve Rektör’e karşı sorumlu olan öğretim üyesidir. Koordinatörün görev süresi 3 yıldır."
BAP Koordinatörünün temel görevleri nelerdir?,"BAP Koordinatörü, BAP Koordinatörlüğünün program ve faaliyetlerini düzenler ve yürütür, komisyon başkanlığına vekalet eder, proje duyurularını hazırlar, komisyon toplantıları için gündem hazırlar, raportörlük yapar, iletişim ve koordinasyonu sağlar, raporlar sunar, gerçekleştirme görevlisini atar ve YÖKSİS'e veri aktarılmasını sağlar.","Madde 9. Koordinatör aşağıdaki görevleri yerine getirir: a. BAP Koordinatörlüğünün program ve faaliyetlerini yönerge ve komisyon kararları doğrultusunda düzenler ve yürütür . b. Komisyon başkanı görevi başında bulunmadığı zamanlarda, komisyon başkanlığına vekâlet eder . c. Projelerle ilgili duyuruları hazırlar ve yazışmaları yapar. ç. Komisyon toplantıları için gündemi hazırlar. d. Komisyon toplantılarında raportörlük yapar. e. Birim ve komisyon faaliyetlerinde iletişim ve koordinasyonu sağlar. f. Rektör ve ilgili rektör yardımcısına komisyon ve birim çalışmaları hakkında dönemsel yazılı raporlar sunar . g. Proje satın alma işlemleri ile ilgili olarak gerçekleştirme görevlisini atar. h. İlgili Yönetmelik hükümlerine uygun olarak projeler hakkında YÖKSİS’e veri aktarılmasını sağlamak ve kamuoyuna duyurulmak üzere Rektörlüğe rapor vermek."
GTÜ BAP kapsamında desteklenen proje türleri nelerdir?,"GTÜ BAP kapsamında desteklenen proje türleri şunlardır: Yüksek Lisans Tez Projesi (GTÜ101), Doktora Tez Projeleri (GTÜ102), Kapsamlı Araştırma Projeleri (GTÜ105), Ulusal Katılımlı Araştırma Projeleri (GTÜ106), Uluslararası Katılımlı Araştırma Projeleri (GTÜ107), Acil İhtiyaç Destek Projeleri (GTÜ108), Uluslararası Araştırma İşbirliği Projeleri (GTÜ110), Patent Teşvik Desteği Projesi (GTÜ111), Eş Finansman Destek Bilimsel Araştırma Projesi (GTÜ 112) ve Araştırma Üniversitesi Destek Programı (ADEP) Projesi (GTÜ 113).","Madde 10. BAP Koordinatörlüğü tarafından desteklenen GTÜ iç kaynaklı GTÜ BAP kapsamındaki proje türleri aşağıda listelenmiştir. BAP Komisyonu belirtilen bu projelerin kapsamında değişiklik yapabilir, gerekli gördüklerini uygulamadan kaldırabilir, yeni proje türleri oluşturabilir. Projelerle ilgili uygulama esasları BAP Komisyonu tarafından belirlenerek araştırmacılara duyurulur . a. Yüksek Lisans Tez Projesi (GTÜ101): b. Doktora Tez Projeleri (GTÜ102): c. Kapsamlı Araştırma Projeleri (GTÜ105): ç. Ulusal Katılımlı Araştırma Projeleri (GTÜ106): d. Uluslararası Katılımlı Araştırma Projeleri (GTÜ107): e. Acil İhtiyaç Destek Projeleri (GTÜ108): f. Uluslararası Araştırma İşbirliği Projeleri (GTÜ110): g. Patent Teşvik Desteği Projesi (GTÜ111): ğ. Eş Finansman Destek Bilimsel Araştırma Projesi (GTÜ 112) : h. Araştırma Üniversitesi Dest"
Gebze Teknik Üniversitesi'nde engelli öğrencilerin eğitim süreçlerinde karşılaştıkları zorlukları gidermeye yönelik bu yönergenin temel amacı nedir?,"Bu yönergenin temel amacı, engelli öğrencilerin ders ve sınav uygulamalarında yaşadıkları sorunlar nedeniyle eğitimde fırsat eşitliğini sağlamak ve başarılarına olumlu katkıda bulunmaktır.","""Objective Article 1 – The objective of this Directive is to ensure equality of opportunity in education and to contribute positively to the success of disabled students enrolled in undergraduate, graduate or doctoral programs at Gebze Technical University because of the problems faced by disabled students in course and exam practices due to their disabilities."""
"Bu yönerge, hangi öğrenci gruplarını kapsamaktadır?","Bu yönerge, Gebze Teknik Üniversitesi'nde lisans, yüksek lisans ve doktora programlarına kayıtlı engelli öğrencileri kapsamaktadır.","""Scope Article 2 – This Directive includes the procedures and principles regarding the education -training and assessment -evaluation procedures applied for disabled students enrolled in undergraduate, graduate and doctoral programs at Gebze Technical University."""
Engelli öğrenci tanımı bu yönergede nasıl yapılmaktadır?,"Engelli öğrenci, doğuştan veya sonradan herhangi bir nedenle fiziksel, zihinsel, ruhsal, duygusal ve sosyal yeteneklerini çeşitli derecelerde kaybetmiş, bu nedenle sosyal hayata uyum sağlamakta ve günlük ihtiyaçlarını karşılamakta zorlanan, korunma, bakım, iyileştirme, danışmanlık ve destek hizmetlerine ihtiyaç duyan yükseköğretim öğrencisi olarak tanımlanmaktadır.","""c. Student with Disabilities: refers to higher education students who have difficulties in adapting to social life and meeting their daily needs due to the loss of physical, mental, spiritual, emotional and social abilities to various degrees due to any reason, whether congenital or a cquired, and who need protection, care, improvement, counseling and support services"""
